date,close,imp30,imp60,imp90,imp120
8/22/2007,18.93,38.64,44.763,44.676,44.213
8/23/2007,18.7243,38.81,43.772,43.803,43.696
8/24/2007,19.3286,35.56,40.524,41.075,42.18
8/27/2007,18.8929,39.55,42.376,42.669,42.937
8/28/2007,18.1171,44.46,46.498,46.272,45.229
8/29/2007,19.1543,40.18,43.559,43.533,42.989
8/30/2007,19.4643,43.66,46.023,45.687,44.273
8/31/2007,19.7829,40.34,42.321,43.032,43.21
9/4/2007,20.5943,46,44.915,44.908,43.679
9/5/2007,19.5371,47.92,47.855,47.728,46.359
9/6/2007,19.2871,44.07,45.894,46.059,45.476
9/7/2007,18.8243,44.81,46.517,46.951,46.646
9/10/2007,19.53,45.31,46.239,46.967,46.86
9/11/2007,19.3557,46.11,46.642,47.396,47.089
9/12/2007,19.55,44.77,45.513,46.518,46.681
9/13/2007,19.6,43.46,44.375,45.555,45.893
9/14/2007,19.83,42.25,43.327,44.661,45.27
9/17/2007,19.7729,44.37,44.832,45.346,44.996
9/18/2007,20.1314,40.35,41.637,43.015,43.755
9/19/2007,20.1129,39.9,41.093,42.328,42.967
9/20/2007,20.0443,38.49,39.992,41.541,42.446
9/21/2007,20.6,37.65,39.284,40.976,41.872
9/24/2007,21.1829,38.7,42.979,42.289,41.603
9/25/2007,21.8886,38.18,44.593,43.743,42.249
9/26/2007,21.8243,38.83,43.269,42.393,41.236
9/27/2007,22.0714,37.9,42.239,41.425,40.493
9/28/2007,21.9343,37.65,41.717,40.955,40.203
10/1/2007,22.3514,37.47,41.358,40.258,39.506
10/2/2007,22.6357,36.71,40.971,40.459,39.558
10/3/2007,22.5671,37.85,41.902,41.515,40.565
10/4/2007,22.3357,39.69,43.502,42.243,40.723
10/5/2007,23.0829,37.04,41.881,40.606,39.967
10/9/2007,23.9886,49.5,47.322,44.259,41.909
10/10/2007,23.8271,52.51,49.868,46.302,43.5
10/11/2007,23.1757,56.34,53.409,49.623,45.983
10/12/2007,23.8971,55.46,52.736,49.361,46.119
10/15/2007,23.8543,58.64,54.951,50.871,47.299
10/16/2007,24.2257,57.32,52.978,48.335,45.192
10/17/2007,24.6786,56.1,51.6,46.952,45.016
10/18/2007,24.7857,53.95,50.22,46.362,44.114
10/19/2007,24.3314,57.76,52.677,47.42,45.697
10/22/2007,24.9086,50.97,44.937,44.49,44.536
10/23/2007,26.5943,36.66,37.289,41.038,42.86
10/24/2007,26.5614,36.45,37.355,41.513,44.168
10/25/2007,26.1114,38.23,37.909,42.774,45.047
10/26/2007,26.3857,35.95,37.281,42.07,44.721
10/29/2007,26.4414,35.31,37.417,42.372,44.717
10/30/2007,26.7143,35.88,38.097,42.855,45.249
10/31/2007,27.1357,32.98,35.719,40.733,43.34
11/1/2007,26.7771,37.19,39.325,43.863,45.545
11/2/2007,26.8386,35.71,39.219,43.679,45.449
11/5/2007,26.5971,38.91,41.7,45.296,46.178
11/6/2007,27.3986,36.22,40.566,44.516,45.282
11/7/2007,26.6443,39.12,43.931,47.545,47.49
11/8/2007,25.0943,47.77,50.22,51.376,49.894
11/9/2007,23.6243,51.61,53.677,54.439,53
11/13/2007,24.28,49.86,53.803,54.395,52.883
11/14/2007,23.73,53.63,56.774,56.955,55.491
11/15/2007,23.4714,55.99,59.14,58.799,56.519
11/16/2007,23.77,51.88,56.08,56.172,55.043
11/19/2007,23.4214,53.27,57.702,57.086,55.534
11/20/2007,24.1214,46.2,52.848,53.083,53.332
11/21/2007,24.0657,47.84,53.94,54.326,54.671
11/23/2007,24.5057,46.98,53.926,54.169,54.263
11/26/2007,24.6471,48.56,54.872,54.853,54.512
11/27/2007,24.9729,45.69,52.158,52.345,52.623
11/28/2007,25.7457,41.05,47.633,48.114,49.133
11/29/2007,26.3271,40.7,48.235,48.691,49.714
11/30/2007,26.0314,47.32,53.373,52.864,51.984
12/3/2007,25.5514,50.55,55.021,54.341,53.002
12/4/2007,25.6871,47.63,53.342,53.018,52.321
12/5/2007,26.5,45.89,51.728,51.335,50.555
12/6/2007,27.1429,44.64,49.95,49.844,49.634
12/7/2007,27.7571,44.76,49.59,49.528,49.456
12/10/2007,27.7357,46.86,49.897,49.695,49.184
12/11/2007,26.8871,50.63,50.656,50.688,50.178
12/12/2007,27.2657,50.01,50.45,51.05,50.961
12/13/2007,27.4043,49.72,50.093,50.576,50.584
12/14/2007,27.1986,50.32,50.419,50.538,49.965
12/17/2007,26.3429,52.97,52.81,52.629,51.327
12/18/2007,26.14,52.68,52.254,51.804,50.479
12/19/2007,26.16,48.71,49.099,49.499,49.234
12/20/2007,26.7443,44.84,46.027,47.255,48.214
12/21/2007,27.7014,43.4,44.157,44.937,45.718
12/24/2007,28.4,46.92,50.669,48.505,46.276
12/26/2007,28.4214,49.94,50.897,48.567,46.414
12/27/2007,28.3671,50.01,51.142,48.835,46.897
12/28/2007,28.5471,47.4,49.124,47.279,45.978
12/31/2007,28.2971,51.52,51.321,49.014,47.286
1/2/2008,27.8343,55.39,55.287,51.806,49.086
1/3/2008,27.8529,54.33,55.262,51.817,49.294
1/4/2008,25.7,66.52,63.172,57.847,52.935
1/7/2008,25.3771,66.16,62.838,57.132,52.291
1/8/2008,24.4386,68.18,64.118,58.389,53.171
1/9/2008,25.6286,64.74,61.236,56.517,52.143
1/10/2008,25.4314,63.89,60.32,55.708,51.923
1/11/2008,24.6543,68.31,63.346,57.188,52.983
1/14/2008,25.54,62.93,58.888,54.416,51.623
1/15/2008,24.1486,64.8,59.834,54.528,52.291
1/16/2008,22.8271,69.82,63.653,57.279,54.317
1/17/2008,22.8114,69.58,63.537,57.296,54.201
1/18/2008,23.0514,65.61,60.143,54.498,53.224
1/22/2008,22.2343,68.41,57.199,54.529,53.239
1/23/2008,19.85,58.68,57.065,55.024,53.705
1/24/2008,19.3714,56.52,53.293,52.96,52.331
1/25/2008,18.5729,52.22,51.678,52.304,52.39
1/28/2008,18.5729,51.15,51.07,51.29,50.701
1/29/2008,18.7914,47.14,45.963,46.313,47.231
1/30/2008,18.8829,45.15,44.911,44.921,46.016
1/31/2008,19.3371,43.95,44.443,45.219,45.743
2/1/2008,19.1071,41.92,43.471,44.69,45.646
2/4/2008,18.8071,46.5,46.416,46.674,46.873
2/5/2008,18.48,49.04,49.131,49.068,48.446
2/6/2008,17.4286,51.71,51.28,50.812,50.113
2/7/2008,17.32,50.94,50.997,50.855,50.177
2/8/2008,17.9571,48.06,48.998,49.454,49.359
2/11/2008,18.4929,46.54,47.585,48.138,48.878
2/12/2008,17.8371,48,49.155,49.463,49.57
2/13/2008,18.4857,44.64,46.451,47.206,48.305
2/14/2008,18.2086,44.63,46.597,47.202,48.106
2/15/2008,17.8043,44.7,47.102,47.698,48.651
2/19/2008,17.4886,44.53,46.873,47.286,48.282
2/20/2008,17.6886,42.08,45.042,45.593,46.905
2/21/2008,17.3629,42,44.721,45.405,46.813
2/22/2008,17.0657,43.68,45.484,45.956,47.025
2/25/2008,17.1057,44.32,45.234,45.583,46.377
2/26/2008,17.0214,42.43,43.497,44.303,45.907
2/27/2008,17.5657,41.21,42.691,43.451,45.081
2/28/2008,18.5586,41.26,42.275,43.149,45.012
2/29/2008,17.86,43.72,44.935,45.567,46.985
3/3/2008,17.39,49.4,48.465,48.388,48.508
3/4/2008,17.8029,47.55,46.987,46.998,47.496
3/5/2008,17.7857,47.23,46.512,46.601,47.122
3/6/2008,17.35,47.4,47.326,47.381,47.719
3/7/2008,17.4643,45.87,47.039,47.365,47.933
3/10/2008,17.0986,48.97,48.967,48.958,49.131
3/11/2008,18.1986,42.67,43.424,44.489,46.161
3/12/2008,18.0043,45.2,45.561,46.048,46.679
3/13/2008,18.2771,44.04,44.625,45.378,46.397
3/14/2008,18.0871,43.81,44.667,45.734,47.198
3/17/2008,18.1043,45.31,45.592,45.903,46.927
3/18/2008,19,41.64,42.29,42.983,44.637
3/19/2008,18.5243,43.88,44.833,45.823,47.016
3/20/2008,19.0414,39.71,41.539,43.433,46.025
3/24/2008,19.95,42.79,47.697,46.156,45.649
3/25/2008,20.14,43.8,48.266,46.336,45.745
3/26/2008,20.7229,43.13,48.406,46.569,46.108
3/27/2008,20.0357,44.87,50.076,48.048,47.166
3/28/2008,20.43,43.37,48.844,47.041,46.604
3/31/2008,20.5,45.35,48.807,47.038,46.87
4/1/2008,21.3729,45,47.356,45.311,45.327
4/2/2008,21.07,46.57,48.516,46.368,45.7
4/3/2008,21.6586,45.88,47.911,45.747,45.166
4/4/2008,21.8686,45.13,48.205,45.754,44.979
4/7/2008,22.27,48.82,49.28,46.225,45.575
4/8/2008,21.8343,52.15,49.923,46.779,45.782
4/9/2008,21.6343,53.06,50.393,46.797,45.687
4/10/2008,22.0786,52.07,49.274,45.67,44.735
4/11/2008,21.02,54.64,51.383,47.345,45.842
4/14/2008,21.1114,55.47,51.641,47.405,46.209
4/15/2008,21.1971,55.29,51.345,47.129,45.916
4/16/2008,21.9886,53.01,49.277,45.417,44.948
4/17/2008,22.07,51.29,47.886,44.369,44.414
4/18/2008,23.0257,43.32,43.315,43.315,43.696
4/21/2008,24.0229,58.96,50.512,48.259,46.646
4/22/2008,22.8857,62.37,52.408,49.138,47.795
4/23/2008,23.27,59.67,51.104,48.357,47.2
4/24/2008,24.1343,39.14,40.547,41.44,43.849
4/25/2008,24.2471,37.77,39.842,40.328,43.01
4/28/2008,24.6057,38.95,40.016,40.686,42.977
4/29/2008,25.0071,38.14,39.006,39.721,42.897
4/30/2008,24.85,37.58,38.785,39.728,42.249
5/1/2008,25.7143,36.89,37.947,38.827,41.887
5/2/2008,25.8486,36.8,38.342,39.163,42.09
5/5/2008,26.3886,38.56,39.362,39.938,42.239
5/6/2008,26.6657,38.81,39.192,39.997,42.162
5/7/2008,26.0843,39.84,40.187,40.934,42.987
5/8/2008,26.4371,38.49,39.203,40.266,42.712
5/9/2008,26.2071,37.97,38.847,40.062,42.816
5/12/2008,26.88,37.5,38.43,39.537,42.24
5/13/2008,27.1371,37.4,38.435,39.564,42.293
5/14/2008,26.6086,38.23,38.821,39.795,42.371
5/15/2008,27.1043,37.39,38.414,39.556,42.318
5/16/2008,26.8214,38.64,39.382,40.413,42.99
5/19/2008,26.2286,40.06,40.281,41.296,43.76
5/20/2008,26.5571,39.82,40.778,41.781,44.22
5/21/2008,25.4557,44.4,44.861,45.6,47.331
5/22/2008,25.2929,41.6,42.384,43.42,45.726
5/23/2008,25.8814,40.05,42.075,43.236,45.769
5/27/2008,26.6329,41.42,42.531,43.551,45.739
5/28/2008,26.7157,41.66,42.635,43.621,45.78
5/29/2008,26.67,41.09,42.124,43.121,45.182
5/30/2008,26.9643,39.73,41.118,42.182,44.431
6/2/2008,26.5857,42.64,42.924,43.601,45.166
6/3/2008,26.4814,42.82,43.081,43.928,45.757
6/4/2008,26.4557,43.41,43.076,43.75,45.463
6/5/2008,27.0614,42.37,42.747,43.371,44.861
6/6/2008,26.52,46.69,46.101,46.395,47.103
6/9/2008,25.9443,44.88,45.05,45.753,46.916
6/10/2008,26.52,42.58,43.271,44.241,45.87
6/11/2008,25.83,45.75,46.079,46.518,47.135
6/12/2008,24.6814,47.31,47.588,47.951,48.414
6/13/2008,24.62,44.97,45.424,45.987,46.993
6/16/2008,25.2629,43.08,43.828,44.656,46.061
6/17/2008,25.9186,42.07,42.917,43.827,45.605
6/18/2008,25.5443,42.38,43.276,44.205,45.935
6/19/2008,25.8543,40.88,42.067,43.297,45.356
6/20/2008,25.0386,45.57,44.266,44.949,46.447
6/23/2008,24.7371,43.22,46.931,45.698,45.737
6/24/2008,24.75,43.01,47.306,46.021,45.869
6/25/2008,25.3414,40.46,45.227,44.216,44.488
6/26/2008,24.0271,45.71,49.402,47.588,46.796
6/27/2008,24.2986,43.76,48.084,46.777,46.735
6/30/2008,23.92,44.73,47.81,46.306,46.337
7/1/2008,24.9543,42.84,46.352,45.156,45.421
7/2/2008,24.0257,45.99,48.691,46.734,46.447
7/3/2008,24.3029,46.56,49.07,47.166,46.8
7/7/2008,25.0229,48.07,48.436,46.511,46.458
7/8/2008,25.67,48.43,47.181,45.417,45.756
7/9/2008,24.8929,51.54,49.656,47.114,47.237
7/10/2008,25.2329,51.24,49.571,47.413,47.647
7/11/2008,24.6543,51.87,49.863,47.379,47.824
7/14/2008,24.84,52.53,50.048,47.302,47.454
7/15/2008,24.2343,53.6,50.714,47.628,47.802
7/16/2008,24.6871,50.36,48.263,46.101,47.166
7/17/2008,24.5443,51.04,48.292,45.455,46.779
7/18/2008,23.5929,46.26,46.255,46.255,47.723
7/21/2008,23.7557,50.24,44.84,43.877,45.623
7/22/2008,23.1457,38.26,39.53,40.987,44.551
7/23/2008,23.7514,37.12,38.117,39.483,43.681
7/24/2008,22.7186,41.6,41.285,42.473,46.306
7/25/2008,23.16,37.79,38.96,40.86,44.894
7/28/2008,22.0571,44.33,43.411,44.291,46.83
7/29/2008,22.44,41.15,40.91,42.388,45.581
7/30/2008,22.84,38.61,39.598,41.459,45.2
7/31/2008,22.7071,40.63,40.984,42.238,45.642
8/1/2008,22.38,37.58,39.761,41.595,45.485
8/4/2008,21.89,41.17,40.974,42.22,45.55
8/5/2008,22.9486,38.81,39.468,40.909,44.55
8/6/2008,23.4557,38.82,39.173,40.401,44.195
8/7/2008,23.3671,38.52,39.197,40.653,44.384
8/8/2008,24.2214,36.87,37.913,39.585,43.39
8/11/2008,24.7943,37.38,38.404,40.023,43.77
8/12/2008,25.2471,37.58,38.531,40.095,43.73
8/13/2008,25.6143,38.11,39.301,40.8,44.082
8/14/2008,25.6171,37.32,39.593,41.226,44.365
8/15/2008,25.1057,35.62,37.836,39.62,46.365
8/18/2008,25.0557,35.85,38.64,40.187,43.48
8/19/2008,24.79,36.48,39.26,40.711,43.768
8/20/2008,25.12,34.2,37.876,39.546,43.046
8/21/2008,24.8971,34.03,37.592,39.372,43.002
8/22/2008,25.2557,32.58,36.187,38.202,42.247
8/25/2008,24.65,36.84,39.036,40.664,43.712
8/26/2008,24.8057,34.43,37.734,39.585,43.054
8/27/2008,24.9529,33.11,36.812,39.041,43.138
8/28/2008,24.82,33.36,36.807,38.941,42.826
8/29/2008,24.2186,36.23,39.203,41.048,44.242
9/2/2008,23.7414,40.77,41.993,43.356,45.502
9/3/2008,23.8514,41.6,42.455,43.78,45.804
9/4/2008,23.0314,44.64,44.594,45.53,46.841
9/5/2008,22.8829,42.77,43.695,44.926,46.711
9/8/2008,22.56,44.8,44.658,45.607,47.116
9/9/2008,21.6443,45.55,46.003,46.638,47.561
9/10/2008,21.6586,44.5,44.991,45.649,46.685
9/11/2008,21.8086,45.65,45.875,46.169,46.632
9/12/2008,21.2771,46.94,46.995,47.06,47.08
9/15/2008,20.0514,51.33,50.631,49.856,48.449
9/16/2008,19.9829,51.6,51.175,50.721,49.51
9/17/2008,18.2614,61.3,59.292,57.219,53.27
9/18/2008,19.1557,57.32,55.951,54.536,52.388
9/19/2008,20.13,54.28,52.841,51.361,48.917
9/22/2008,18.7214,58.34,58.331,54.875,50.099
9/23/2008,18.12,65.18,61.789,57.836,52.58
9/24/2008,18.3871,59.8,58.899,55.743,51.696
9/25/2008,18.8471,56.73,56.074,53.318,50.137
9/26/2008,18.32,65.89,62.644,58.836,53.683
9/29/2008,15.0371,104.32,91.086,80.514,67.42
9/30/2008,16.2371,84.19,77.85,71.342,62.021
10/1/2008,15.5886,82.97,78.555,72.64,63.739
10/2/2008,14.3,89.89,88.616,80.481,68.839
10/3/2008,13.8671,89.01,87.354,79.139,68.766
10/6/2008,13.9343,116.86,106.226,94.911,79.402
10/7/2008,12.7371,99.75,95.66,87.212,75.15
10/8/2008,12.8271,106.98,102.075,92.565,78.188
10/9/2008,12.6771,102.09,97.163,88.181,75.606
10/10/2008,13.8286,111.94,106.193,96.291,83.483
10/14/2008,14.8686,91.65,86.137,78.372,69.81
10/15/2008,14,98.05,92.472,84.961,74.389
10/16/2008,14.5557,101.69,94.444,85.088,74.629
10/17/2008,13.9143,93.97,88.381,81.447,71.122
10/20/2008,14.0629,86.42,77.424,74.863,68.183
10/21/2008,13.07,85.33,75.227,73.367,67.52
10/22/2008,13.6543,67.71,63.761,65.525,63.863
10/23/2008,14.0329,68.74,65.417,66.076,64.62
10/24/2008,13.7686,74.87,70.687,70.332,67.68
10/27/2008,13.1443,69.67,67.547,67.783,65.535
10/28/2008,14.3057,74.9,70.893,69.987,67.725
10/29/2008,15.0171,67.12,64.611,64.724,62.09
10/30/2008,15.8629,66.29,64.228,63.692,62.243
10/31/2008,15.37,67.06,66.253,65.745,64.135
11/3/2008,15.28,67.61,66.598,65.958,63.74
11/4/2008,15.8557,61.89,62.057,61.953,60.817
11/5/2008,14.7571,63.36,63.119,62.936,61.552
11/6/2008,14.1571,71.55,69.689,68.663,65.788
11/7/2008,14.0343,69.94,69.257,68.457,65.625
11/10/2008,13.6971,76.16,72.856,71.366,67.534
11/12/2008,12.8743,78.68,77.812,76.25,72.025
11/13/2008,13.7771,78.06,77.152,76.062,73.019
11/14/2008,12.8914,77.12,77.173,76.5,74.044
11/17/2008,12.5914,81.55,80.128,78.864,75.343
11/18/2008,12.8443,82.07,81.37,80.145,76.69
11/19/2008,12.3271,82.01,82.477,81.288,77.955
11/20/2008,11.4986,94.43,92.359,90.03,84.302
11/21/2008,11.7971,92.71,93.291,91.534,86.72
11/24/2008,13.2786,76.18,78.177,78.036,77.271
11/25/2008,12.9714,80.16,81.38,80.766,79.041
11/26/2008,13.5714,75.41,76.186,76.179,75.623
11/28/2008,13.2386,73.63,75.516,75.336,73.968
12/1/2008,12.7043,83.56,83.118,81.974,78.595
12/2/2008,13.21,76.8,77.28,77.283,75.814
12/3/2008,13.7,71.74,73.369,73.927,73.589
12/4/2008,13.0586,76.12,77.284,77.503,76.329
12/5/2008,13.4286,69.97,72.797,73.732,73.674
12/8/2008,14.2457,68.3,68.502,69.05,69.319
12/9/2008,14.2943,69.08,69.266,69.535,69.052
12/10/2008,14.03,69.95,70.103,70.308,69.58
12/11/2008,13.5714,66.76,67.123,67.59,67.371
12/12/2008,14.0386,66.63,67.123,67.733,67.877
12/15/2008,13.5357,69.87,70.026,70.205,69.471
12/16/2008,13.6329,64.26,65.068,65.929,66.275
12/17/2008,12.7371,66.86,66.895,66.933,66.736
12/18/2008,12.7757,61.74,62.541,63.366,64.249
12/19/2008,12.8571,56.39,57.988,59.637,61.511
12/22/2008,12.2486,59.98,64.607,63.114,62.037
12/23/2008,12.34,57.51,62.143,60.987,60.136
12/24/2008,12.1486,57.88,61.737,60.676,60.072
12/26/2008,12.2586,57.43,61.027,60.016,59.399
12/29/2008,12.3729,60.37,62.398,60.954,59.663
12/30/2008,12.3271,60.76,62.136,60.244,59.396
12/31/2008,12.1929,61.48,62.469,60.01,58.136
1/2/2009,12.9643,59.04,59.591,57.346,55.556
1/5/2009,13.5114,61.9,60.632,57.777,55.333
1/6/2009,13.2886,60.74,59.472,56.843,55.212
1/7/2009,13.0014,62.67,61.22,58.411,56.631
1/8/2009,13.2429,61.44,60.045,57.497,56.213
1/9/2009,12.94,60.19,59.066,57.139,56.463
1/12/2009,12.6657,63.13,61.523,59.147,58.193
1/13/2009,12.53,62.82,61.642,59.988,59.248
1/14/2009,12.19,66.59,64.859,62.53,61.749
1/15/2009,11.9114,64.34,63.192,61.71,61.927
1/16/2009,11.7614,61.33,60.395,59.234,58.178
1/20/2009,11.1714,67.21,63.982,61.915,60.757
1/21/2009,11.8329,66.73,62.638,61.197,59.485
1/22/2009,12.6229,48.11,51.486,52.382,53.8
1/23/2009,12.6229,45.59,49.377,50.86,52.546
1/26/2009,12.8057,46.61,48.935,49.953,52.062
1/27/2009,12.9614,42.54,46.255,47.974,50.464
1/28/2009,13.4686,42.15,44.509,45.921,48.903
1/29/2009,13.2857,43.85,46.812,48.648,51.508
1/30/2009,12.8757,43.54,47.53,49.417,52.321
2/2/2009,13.0729,46.7,49.413,50.615,52.761
2/3/2009,13.2829,45.31,47.522,48.604,50.805
2/4/2009,13.3643,44.58,46.324,47.396,50.047
2/5/2009,13.78,43.34,44.511,45.517,48.392
2/6/2009,14.2457,44.38,45.419,46.082,47.955
2/9/2009,14.6443,49.81,48.961,48.9,49.703
2/10/2009,13.9757,50.74,50.519,50.707,51.393
2/11/2009,13.8314,50.52,50.7,50.991,51.627
2/12/2009,14.1814,49.8,50.242,50.661,51.467
2/13/2009,14.1657,46.55,47.882,48.787,50.541
2/17/2009,13.5043,50.8,51.316,51.837,52.769
2/18/2009,13.4814,50.5,51.005,51.675,52.853
2/19/2009,12.9486,49.73,51.149,52.225,54.071
2/20/2009,13.0286,50.08,51.053,52.142,54.071
2/23/2009,12.4214,53.52,53.416,54.014,54.988
2/24/2009,12.8929,49.41,50.347,51.554,53.835
2/25/2009,13.0229,48.6,49.594,50.798,53.166
2/26/2009,12.7414,50.26,50.303,51.213,52.98
2/27/2009,12.7586,51.56,51.462,52.148,53.417
3/2/2009,12.5629,55.39,54.079,54.21,54.485
3/3/2009,12.6243,55.03,53.583,53.778,54.124
3/4/2009,13.0243,52.94,52.191,52.378,52.711
3/5/2009,12.6914,54.77,53.584,53.49,53.337
3/6/2009,12.1857,59.94,57.993,57.509,56.374
3/9/2009,11.8729,61.07,58.258,57.636,56.366
3/10/2009,12.6686,53.67,53.533,53.338,52.868
3/11/2009,13.24,51.77,51.689,51.586,51.261
3/12/2009,13.7643,51.49,51.299,51.053,50.366
3/13/2009,13.7043,49.67,49.644,49.608,49.121
3/16/2009,13.6314,49.81,49.807,49.8,49.263
3/17/2009,14.2371,48.51,48.849,49.217,49.235
3/18/2009,14.5029,45.14,45.651,46.183,46.804
3/19/2009,14.5171,47.64,47.895,48.154,48.034
3/20/2009,14.5129,47.23,48.094,48.983,49.525
3/23/2009,15.38,47.77,50.26,48.658,47.317
3/24/2009,15.2171,47.92,50.161,48.93,47.536
3/25/2009,15.2129,48.26,51.728,50.642,49.066
3/26/2009,15.6957,46.4,49.417,48.817,47.976
3/27/2009,15.2643,46.39,50.407,49.791,48.831
3/30/2009,14.9271,50.49,53.182,51.897,50.037
3/31/2009,15.0171,46.78,49.907,49.367,48.461
4/1/2009,15.5271,48.13,50.589,49.742,48.825
4/2/2009,16.1014,47.42,49.854,49.022,48.089
4/3/2009,16.57,46.62,49.62,48.687,48.051
4/6/2009,16.9214,51.56,52.717,50.641,48.95
4/7/2009,16.4286,53.9,52.674,50.953,49.542
4/8/2009,16.6171,52.03,51.207,50.104,49.291
4/9/2009,17.0814,49.28,48.648,47.832,47.722
4/13/2009,17.1743,51.4,49.953,48.346,47.819
4/14/2009,16.9014,52.95,51.266,49.472,48.768
4/15/2009,16.8057,52.58,50.95,49.266,48.611
4/16/2009,17.35,50.52,48.737,46.898,46.67
4/17/2009,17.6314,48.14,46.65,45.115,45.01
4/20/2009,17.2143,51.85,48.006,47.261,46.456
4/21/2009,17.3943,49.49,45.445,44.533,44.497
4/22/2009,17.3586,50.53,45.598,44.421,44.216
4/23/2009,17.9143,41,41.638,41.714,42.715
4/24/2009,17.7,40.4,41.695,41.882,43
4/27/2009,17.8186,40.66,41.521,41.727,43.102
4/28/2009,17.7129,39.24,41.418,41.856,43.477
4/29/2009,17.8771,36.94,39.456,40.362,42.055
4/30/2009,17.9757,37.33,39.621,40.65,42.218
5/1/2009,18.1771,37.18,39.408,40.233,42.139
5/4/2009,18.86,38.28,39.383,40.071,41.59
5/5/2009,18.9586,38.9,39.295,40.003,41.624
5/6/2009,18.9286,39.72,39.966,40.469,41.792
5/7/2009,18.4371,41.69,42.039,42.494,43.396
5/8/2009,18.4557,39.52,40.196,40.965,42.398
5/11/2009,18.51,38.87,39.355,40.091,41.892
5/12/2009,17.7743,42.82,42.595,42.797,43.561
5/13/2009,17.07,42.59,42.435,42.688,43.492
5/14/2009,17.5643,39.92,40.503,41.135,42.53
5/15/2009,17.4886,38.78,39.218,39.966,41.68
5/18/2009,18.0957,35.67,37.179,38.163,40.321
5/19/2009,18.2071,34.84,36.899,37.948,40.184
5/20/2009,17.9814,35.14,37.588,38.537,40.434
5/21/2009,17.74,36.5,40.247,40.999,42.327
5/22/2009,17.5,36.99,39.696,40.322,41.489
5/26/2009,18.6829,39.21,40.296,40.8,41.646
5/27/2009,19.0071,37.82,39.173,39.906,41.176
5/28/2009,19.2957,38.6,39.379,40.008,41.177
5/29/2009,19.4014,38.97,39.381,40.032,41.242
6/1/2009,19.9,39.63,39.766,40.191,41.059
6/2/2009,19.9271,40.25,40.483,40.924,41.58
6/3/2009,20.1357,41.2,41.334,41.695,42.296
6/4/2009,20.5343,40.54,40.902,41.709,42.976
6/5/2009,20.6671,42.15,42.379,42.821,43.438
6/8/2009,20.55,41.51,41.85,42.58,43.501
6/9/2009,20.3886,38.66,39.218,40.01,41.284
6/10/2009,20.0357,39.25,39.816,40.586,41.535
6/11/2009,20,37.94,38.808,39.932,41.594
6/12/2009,19.5671,38.54,39.389,40.444,41.961
6/15/2009,19.4414,39.88,40.618,41.43,42.405
6/16/2009,19.4786,39.33,40.28,41.302,42.462
6/17/2009,19.3686,39.54,40.44,41.37,42.676
6/18/2009,19.4114,40.04,40.819,41.629,42.73
6/19/2009,19.9257,37.49,38.658,39.862,41.718
6/22/2009,19.6243,39.72,42.579,42.052,42.413
6/23/2009,19.1443,37.76,41.74,41.513,42.304
6/24/2009,19.46,36.06,40.28,40.06,41.13
6/25/2009,19.98,34.23,38.49,38.467,40.047
6/26/2009,20.3429,31.5,35.76,36.029,38.104
6/29/2009,20.2814,34.13,37.17,36.897,37.984
6/30/2009,20.3471,33.57,36.643,36.28,37.055
7/1/2009,20.4043,32.43,36.464,36.1,37.307
7/2/2009,20.0029,33.81,37.92,37.504,38.419
7/6/2009,19.8014,38.38,40.601,39.267,39.627
7/7/2009,19.3429,41.4,40.787,39.52,39.822
7/8/2009,19.6029,42.51,41.717,40.178,40.287
7/9/2009,19.48,40.66,39.974,38.726,39.334
7/10/2009,19.7886,39.15,38.595,37.642,38.744
7/13/2009,20.3343,37.3,36.789,36.04,37.757
7/14/2009,20.3243,37,36.502,35.797,37.709
7/15/2009,20.9829,36.88,36.211,35.312,37.083
7/16/2009,21.0743,36.59,35.991,35.218,37.083
7/17/2009,21.6786,37.72,36.763,35.576,37.137
7/20/2009,21.8557,38.19,35.414,35.579,37.048
7/21/2009,21.6571,37.54,34.97,34.583,35.625
7/22/2009,22.3914,27.77,30.065,32.101,34.803
7/23/2009,22.5529,28.17,29.919,31.851,35.048
7/24/2009,22.8429,27.93,30.203,32.451,35.574
7/27/2009,22.8714,29.71,31.793,33.525,36.216
7/28/2009,22.8571,29.2,31.339,33.133,35.911
7/29/2009,22.8614,29.17,31.722,33.511,36.296
7/30/2009,23.2557,27.5,30.493,32.447,35.515
7/31/2009,23.3414,27.77,30.81,32.391,34.892
8/3/2009,23.7757,30.33,32.302,33.497,35.688
8/4/2009,23.65,30.33,32.322,33.573,35.777
8/5/2009,23.5871,30.57,32.534,33.798,35.73
8/6/2009,23.4157,29.83,32.14,33.571,35.932
8/7/2009,23.6586,27.77,31.233,32.795,35.409
8/10/2009,23.5314,28.3,30.808,32.388,35.211
8/11/2009,23.2614,29.14,31.085,32.591,35.385
8/12/2009,23.6157,29.18,31.1,32.55,35.366
8/13/2009,24.06,30.07,31.971,33.226,35.664
8/14/2009,23.8257,29.93,32.133,33.298,35.552
8/17/2009,22.81,32.6,34.423,35.281,37.107
8/18/2009,23.4329,32.06,33.837,34.701,36.581
8/19/2009,23.52,31.85,33.945,34.896,36.915
8/20/2009,23.7614,30.79,33.426,34.481,36.695
8/21/2009,24.1743,29.1,31.666,32.963,35.629
8/24/2009,24.1514,32.5,34.339,35.284,37.108
8/25/2009,24.2,30.92,33.421,34.459,36.493
