date,close,imp30,imp60,imp90,imp120
8/19/2005,6.5471,34.97,43.045,43.344,41.948
8/22/2005,6.5529,35.25,43.932,43.418,41.9
8/23/2005,6.5343,36.13,43.997,43.854,42.842
8/24/2005,6.5386,36.99,44.984,44.716,43.479
8/25/2005,6.58,36.76,44.505,44.048,42.715
8/26/2005,6.5343,35.42,43.62,43.428,42.601
8/29/2005,6.5486,36.52,43.226,43.026,42.212
8/30/2005,6.6571,38.06,43.864,43.446,42.305
8/31/2005,6.7043,37.58,43.615,43.124,41.8
9/1/2005,6.6086,37.18,43.523,43.015,41.666
9/2/2005,6.6029,36.66,42.887,42.41,41.245
9/6/2005,6.9714,44.63,44.216,43.371,41.597
9/7/2005,6.9486,45.02,44.529,43.579,41.48
9/8/2005,7.1114,44.77,44.259,43.331,41.356
9/9/2005,7.3286,44.45,43.882,42.911,41.392
9/12/2005,7.3429,44.99,44.237,43.133,41.525
9/13/2005,7.26,43.36,42.764,41.926,40.762
9/14/2005,7.0871,41.91,41.504,40.957,40.257
9/15/2005,7.1243,42.77,42.121,41.281,40.327
9/16/2005,7.3157,43.02,42,40.731,39.704
9/19/2005,7.52,42.4,37.459,38.382,39.445
9/20/2005,7.5986,42.05,37.649,38.412,39.352
9/21/2005,7.4443,41.24,37.939,38.924,39.89
9/22/2005,7.4143,41.28,38.342,39.272,40.337
9/23/2005,7.6,41.01,38.575,39.309,40.067
9/26/2005,7.6914,39.85,37.89,38.946,39.933
9/27/2005,7.6343,39.48,37.772,38.831,39.85
9/28/2005,7.2957,43.76,40.013,40.576,40.932
9/29/2005,7.4771,42.45,39.627,40.147,40.817
9/30/2005,7.6586,41.96,38.919,39.54,40.34
10/3/2005,7.7771,44.27,39.791,40.143,40.611
10/4/2005,7.6786,45.31,40.782,40.481,40.696
10/5/2005,7.5371,48.31,42.762,41.955,41.652
10/6/2005,7.3857,51.16,44.775,43.202,42.18
10/7/2005,7.3286,51.11,45.435,43.655,42.365
10/11/2005,7.3629,46.96,45.64,43.778,42.045
10/12/2005,7.0357,39.66,40.741,42.201,41.263
10/13/2005,7.6771,41.28,41.341,41.424,40.783
10/14/2005,7.7143,39.19,39.834,40.638,40.187
10/17/2005,7.6343,39.42,39.86,40.347,39.967
10/18/2005,7.4586,37.7,39.032,40.454,40.232
10/19/2005,7.8486,38.61,39.609,40.644,40.471
10/20/2005,8.0214,39.61,39.932,40.265,40.292
10/21/2005,7.9514,37.4,38.673,39.983,40.382
10/24/2005,8.1129,38.15,38.388,39.562,40.164
10/25/2005,8.0143,37.07,36.919,38.669,39.78
10/26/2005,8.1471,35.81,37.172,38.33,39.499
10/27/2005,7.9157,36.49,37.349,39.374,40.294
10/28/2005,7.7814,37.34,38.001,41.166,41.289
10/31/2005,8.2271,38.64,39.377,41.406,41.589
11/1/2005,8.2143,39.51,40.626,42.39,42.482
11/2/2005,8.5657,40.13,41.516,42.907,42.681
11/3/2005,8.8371,41.97,43.093,43.729,43.254
11/4/2005,8.7357,42.11,44.123,45.112,44.434
11/7/2005,8.6043,42.16,44.06,44.998,44.57
11/8/2005,8.5571,41.52,43.093,44.115,44.324
11/9/2005,8.5957,41.2,42.811,43.741,43.93
11/10/2005,8.74,40.35,43.105,44.353,44.146
11/14/2005,8.7786,40.73,44.075,44.834,44.409
11/15/2005,8.8971,38.77,43.902,44.729,43.92
11/16/2005,9.2786,38.5,43.097,43.757,43.334
11/17/2005,9.2143,38.03,43.048,43.672,43.381
11/18/2005,9.2229,37,42.909,43.777,44.144
11/21/2005,9.28,35.94,43.558,43.689,43.606
11/22/2005,9.5371,36.71,42.521,42.769,42.957
11/23/2005,9.5871,37.63,42.785,42.927,42.855
11/25/2005,9.9057,40.79,43.97,43.771,43.037
11/28/2005,9.9514,45.04,46.899,46.194,44.243
11/29/2005,9.73,44.35,46.359,45.867,44.248
11/30/2005,9.6886,43.85,46.153,45.744,44.348
12/1/2005,10.2457,42.21,45.853,45.585,44.42
12/2/2005,10.3757,41.51,46.112,45.867,44.816
12/5/2005,10.26,43.46,46.637,46.27,44.999
12/6/2005,10.5786,48.73,48.27,47.328,45.129
12/7/2005,10.5643,48.09,47.684,46.895,45.117
12/8/2005,10.5857,47.54,47.091,46.278,44.665
12/9/2005,10.6214,45.74,45.501,45.088,44.17
12/12/2005,10.7014,46.3,45.882,45.271,44.116
12/13/2005,10.7143,45.57,45.286,44.881,44.012
12/14/2005,10.2871,46.57,45.978,45.174,44.008
12/15/2005,10.3114,45.26,44.911,44.465,43.783
12/16/2005,10.1914,45.37,44.931,44.382,43.567
12/19/2005,10.1971,45.08,41.061,42.116,42.986
12/20/2005,10.3014,44.14,39.376,40.883,42.267
12/21/2005,10.5,41.62,38.47,39.874,41.615
12/22/2005,10.5743,40.71,38.269,39.586,41.226
12/23/2005,10.4786,40.35,38.094,39.544,41.13
12/27/2005,10.6043,43.95,42.264,42.323,42.231
12/28/2005,10.51,44.23,41.713,42.042,42.332
12/29/2005,10.2071,45.87,42.338,42.18,42.191
12/30/2005,10.27,46.17,43.079,42.865,42.445
1/3/2006,10.6786,47.55,44.333,43.788,42.881
1/4/2006,10.71,46.66,43.316,43.219,42.756
1/5/2006,10.6271,44.91,41.426,41.483,41.91
1/6/2006,10.9029,44,40.968,41.412,42.234
1/9/2006,10.8629,48.93,43.776,43.582,43.157
1/10/2006,11.5643,39.18,39.581,40.15,40.584
1/11/2006,11.9929,41.01,41.615,42.434,42.292
1/12/2006,12.05,43.05,43.449,43.97,43.08
1/13/2006,12.23,43.49,43.925,44.465,43.123
1/17/2006,12.0971,44.83,44.727,44.621,43.59
1/18/2006,11.7814,50.12,48.318,46.46,43.571
1/19/2006,11.2986,40.96,42.075,43.223,42.959
1/20/2006,10.8643,39.32,40.642,42.005,41.382
1/23/2006,11.09,41.67,41.902,44.516,43.273
1/24/2006,10.8629,42.56,42.839,46.056,44.083
1/25/2006,10.6,41.53,43.299,46.178,44.178
1/26/2006,10.3329,42.46,43.763,46.091,44.509
1/27/2006,10.29,42.37,43.965,46.283,44.636
1/30/2006,10.74,42.97,44.416,46.796,44.648
1/31/2006,10.7871,41.86,44.05,46.74,45.067
2/1/2006,10.7743,41.14,43.555,46.173,44.702
2/2/2006,10.2971,43.04,45.233,47.331,45.263
2/3/2006,10.2657,43.31,45.668,47.447,45.056
2/6/2006,9.6143,47.53,47.488,47.837,46.074
2/7/2006,9.6571,44.53,45.907,46.489,45.41
2/8/2006,9.83,42.81,44.939,45.868,45.081
2/9/2006,9.2786,44.85,46.358,46.608,44.988
2/10/2006,9.6229,44.54,46.166,46.364,44.808
2/13/2006,9.2443,46.72,48.015,47.964,46.753
2/14/2006,9.6657,43.82,46.88,47.089,45.806
2/15/2006,9.8886,45.79,47.063,46.966,46.03
2/16/2006,10.0814,41.52,45.657,46.115,45.691
2/17/2006,10.0414,39.11,44.365,44.808,44.495
2/21/2006,9.8686,39.44,43.881,43.571,43.026
2/22/2006,10.1886,38.6,43.17,42.737,42.036
2/23/2006,10.25,41.13,44.723,44.19,43.13
2/24/2006,10.2086,41.2,44.945,44.357,43.282
2/27/2006,10.1357,44.84,46.082,45.164,43.569
2/28/2006,9.7914,42.82,45.555,44.85,43.38
3/1/2006,9.8714,41.13,44.677,44.002,42.622
3/2/2006,9.9443,39.67,44.516,43.911,42.59
3/3/2006,9.6743,40.53,44.497,43.91,42.691
3/6/2006,9.3543,43.73,45.192,44.172,42.448
3/7/2006,9.4729,44.85,44.517,43.824,42.513
3/8/2006,9.38,45.1,44.66,43.801,42.392
3/9/2006,9.1329,45.56,45.049,44.115,42.672
3/10/2006,9.0371,45.15,44.763,44.103,43.06
3/13/2006,9.3829,45.12,44.534,43.674,42.51
3/14/2006,9.6171,42.69,42.367,41.907,41.58
3/15/2006,9.4614,43.39,42.901,42.237,41.688
3/16/2006,9.1871,43.42,43.027,42.521,41.911
3/17/2006,9.2371,43.78,43.274,42.647,41.961
3/20/2006,9.1414,44.57,40.984,41.508,42.075
3/21/2006,8.83,45.04,39.975,40.943,41.922
3/22/2006,8.81,44.21,39.671,40.798,42.034
3/23/2006,8.5943,47.84,42.625,42.383,42.004
3/24/2006,8.5657,46.48,42.402,42.352,41.928
3/27/2006,8.5014,47.04,42.633,42.175,41.757
3/28/2006,8.3886,48.86,43.514,42.684,41.627
3/29/2006,8.9043,48.05,41.749,41.131,40.832
3/30/2006,8.9643,46.73,41.369,40.769,40.259
3/31/2006,8.96,47.33,41.45,40.793,40.336
4/3/2006,8.95,45.98,41.479,40.571,39.819
4/4/2006,8.7414,45.14,41.129,40.568,40.3
4/5/2006,9.6014,44.74,41.238,40.956,40.095
4/6/2006,10.1757,46.34,42.938,42.893,41.697
4/7/2006,9.9729,44.86,42.263,42.21,41.581
4/10/2006,9.81,44.93,42.511,42.383,41.518
4/11/2006,9.7129,42.24,42.089,41.871,41.45
4/12/2006,9.53,42.64,42.349,41.95,41.385
4/13/2006,9.4957,42.27,42.05,41.76,41.502
4/17/2006,9.2586,44.97,43.671,42.23,41.412
4/18/2006,9.46,42.28,41.857,41.401,41.03
4/19/2006,9.3743,44.07,42.516,40.915,40.699
4/20/2006,9.6614,36.65,38.452,40.315,39.999
4/21/2006,9.5771,35.87,38.464,41.146,40.549
4/24/2006,9.3929,36.37,37.44,41.048,40.98
4/25/2006,9.4529,35.38,36.529,40.31,40.617
4/26/2006,9.7357,34.37,35.9,39.56,39.826
4/27/2006,9.9086,34.89,36.303,40.245,39.77
4/28/2006,10.0557,33.02,35.292,39.071,38.96
5/1/2006,9.9629,34.27,36.186,38.907,38.972
5/2/2006,10.2314,34.09,36.194,38.648,39.076
5/3/2006,10.1629,33.54,35.868,38.247,38.707
5/4/2006,10.1614,33.55,36.263,38.572,38.406
5/5/2006,10.27,32.67,36.211,38.398,38.159
5/8/2006,10.2757,34.18,37.07,38.653,38.183
5/9/2006,10.1471,34.51,37.319,38.819,38.308
5/10/2006,10.0857,33.84,37.081,38.753,38.825
5/11/2006,9.7471,34.47,37.63,38.917,38.526
5/12/2006,9.6729,34.83,37.993,38.971,38.219
5/15/2006,9.6843,36.09,39.19,39.524,38.544
5/16/2006,9.2829,36.5,39.842,40.058,39.029
5/17/2006,9.3229,37.07,39.884,39.963,39.212
5/18/2006,9.0186,37.25,39.996,40.029,39.337
5/19/2006,9.2157,36.05,39.752,39.818,39.446
5/22/2006,9.0571,38.59,41.329,40.809,40.002
5/23/2006,9,36.7,40.244,40.003,39.576
5/24/2006,9.0486,37.43,41.076,40.811,40.357
5/25/2006,9.1871,34.44,38.796,38.939,39.372
5/26/2006,9.0857,34.21,39.387,39.243,39.236
5/30/2006,8.7457,40.31,42.276,41.75,40.982
5/31/2006,8.5386,42.87,44.256,43.596,42.403
6/1/2006,8.8814,38.87,41.752,41.415,40.762
6/2/2006,8.8086,37.79,41.068,40.874,40.523
6/5/2006,8.5714,41.67,42.966,42.558,41.894
6/6/2006,8.5357,43.6,43.439,43.114,42.547
6/7/2006,8.3686,44.65,44.236,43.445,42.459
6/8/2006,8.68,42.49,42.355,42.118,41.705
6/9/2006,8.4629,42.98,42.78,42.428,42.019
6/12/2006,8.1443,46.9,46.196,45.16,43.711
6/13/2006,8.3329,47.3,46.441,45.225,43.356
6/14/2006,8.23,48.14,47.415,46.443,44.53
6/15/2006,8.4829,43.72,43.473,43.153,42.143
6/16/2006,8.2229,44.39,44.104,43.75,42.556
6/19/2006,8.1714,44.53,42.131,42.386,41.88
6/20/2006,8.21,42.2,40.053,40.746,41.178
6/21/2006,8.2657,41.59,39.021,39.901,40.692
6/22/2006,8.5114,42.11,39.462,40.487,41.249
6/23/2006,8.4043,41.77,40.005,40.92,41.504
6/26/2006,8.4271,41.96,40.159,41.09,41.279
6/27/2006,8.2043,43.76,40.88,41.614,41.759
6/28/2006,8.0029,45.11,42.703,42.907,42.907
6/29/2006,8.44,40.87,39.821,40.533,41.099
6/30/2006,8.16,42.9,40.758,41.2,41.371
7/3/2006,8.2786,43.71,41.457,41.594,41.369
7/5/2006,8.1443,45.92,42.551,42.22,41.81
7/6/2006,7.9671,46.54,43.397,43.082,42.485
7/7/2006,7.9143,48.43,44.788,44.263,43.245
7/10/2006,7.8571,50.1,45.546,44.891,43.681
7/11/2006,7.95,43.6,43.286,42.85,41.285
7/12/2006,7.5657,47.15,46.003,44.455,42.484
7/13/2006,7.4643,48.54,47.17,45.407,42.876
7/14/2006,7.2214,50.82,49.474,47.812,45.445
7/17/2006,7.4814,51.38,49.001,46.369,44.23
7/18/2006,7.5714,50.36,47.48,44.399,41.951
7/19/2006,7.7357,52.41,49.072,45.624,42.718
7/20/2006,8.6443,39.8,40.619,41.467,40.362
7/21/2006,8.6743,38.29,39.722,41.204,40.288
7/24/2006,8.7843,39.63,39.027,41.422,40.479
7/25/2006,8.85,37.25,37.479,40.119,39.662
7/26/2006,9.1243,38.14,37.403,39.21,38.586
7/27/2006,9.0571,40.58,39.946,41.248,40.068
7/28/2006,9.37,40.58,40.977,42.446,40.747
7/31/2006,9.7086,41.56,41.554,42.665,40.67
8/1/2006,9.6057,39.5,40.353,41.972,40.473
8/2/2006,9.7271,38.59,39.581,41.518,40.258
8/3/2006,9.9514,38.66,39.516,41.408,40.115
8/4/2006,9.7686,40.81,41.727,42.865,41.448
8/7/2006,9.6014,39.92,41.334,42.405,41.374
8/8/2006,9.25,40.72,42.017,42.437,41.004
8/9/2006,9.0843,39.87,41.5,42.019,40.757
8/10/2006,9.1529,37.91,40.291,41.179,40.436
8/11/2006,9.0929,36.92,39.9,40.958,40.515
8/14/2006,9.1343,37.25,40.639,41.249,40.561
8/15/2006,9.5,37.12,40.043,40.402,39.754
8/16/2006,9.72,35.8,40.05,40.505,39.85
8/17/2006,9.6557,37.1,40.392,40.617,40.083
8/18/2006,9.7014,34.6,39.032,39.441,39.374
8/21/2006,9.5086,36.03,40.174,39.927,39.452
8/22/2006,9.66,34.07,38.661,38.487,38.276
8/23/2006,9.6143,35.22,39.402,39.014,38.371
8/24/2006,9.6871,35.85,39.743,39.319,38.571
8/25/2006,9.8243,33.86,38.923,38.659,38.278
8/28/2006,9.5686,38.31,40.684,40.111,39.14
8/29/2006,9.4914,39.19,41.565,40.761,39.362
8/30/2006,9.5571,37.92,40.879,40.07,38.846
8/31/2006,9.6929,37.05,40.078,39.431,38.553
9/1/2006,9.77,36.09,39.722,39.115,38.328
9/5/2006,10.2057,41.52,41.181,40.492,39.455
9/6/2006,10.0029,43.5,42.885,41.692,39.941
9/7/2006,10.3971,44.11,43.492,42.374,40.878
9/8/2006,10.36,44.74,43.953,42.6,40.792
9/11/2006,10.3571,45.73,44.746,43.289,41.401
9/12/2006,10.3757,43.04,42.208,41.038,39.71
9/13/2006,10.5871,41.67,40.982,40.054,39.114
9/14/2006,10.6071,41.05,40.356,39.466,38.825
9/15/2006,10.5857,40.89,40.129,39.188,38.33
9/18/2006,10.5557,41.46,38.139,37.98,38.094
9/19/2006,10.5386,40.86,38.504,38.39,38.348
9/20/2006,10.7671,41.08,38.445,38.257,38.324
9/21/2006,10.6643,42.41,39.522,39.289,39.353
9/22/2006,10.43,42.03,40.385,40.082,39.979
9/25/2006,10.8271,41.59,40.476,40.114,39.736
9/26/2006,11.1057,41.69,40.116,39.601,39.012
9/27/2006,10.9157,42.43,39.623,39.708,39.462
9/28/2006,11.01,42.39,39.794,39.593,39.41
9/29/2006,11.0043,42.96,39.943,39.685,39.328
10/2/2006,10.6943,45.5,41.514,40.621,39.731
10/3/2006,10.5829,45,41.744,41.187,40.294
10/4/2006,10.7686,45.72,41.834,40.853,40.202
10/5/2006,10.68,45.53,41.871,40.804,39.961
10/6/2006,10.6029,45.45,41.374,40.659,39.86
10/10/2006,10.5443,42.56,41.91,40.998,40.077
10/11/2006,10.4543,43.59,42.603,41.28,39.854
10/12/2006,10.7329,41.67,40.91,39.935,39.199
10/13/2006,10.7286,42.56,41.647,40.517,39.593
10/16/2006,10.7714,43.46,41.982,40.346,39.389
10/17/2006,10.61,42.05,40.941,39.757,38.646
10/18/2006,10.6571,43.26,41.329,39.333,37.421
10/19/2006,11.2971,34.27,35.551,36.871,36.445
10/20/2006,11.4243,33.12,34.614,36.155,36.243
10/23/2006,11.6371,32.34,33.321,35.683,36.189
10/24/2006,11.5786,30.66,32.479,35.682,36.131
10/25/2006,11.6686,31.16,33.055,35.963,36.204
10/26/2006,11.7414,29.47,31.842,34.937,35.995
10/27/2006,11.4886,28.83,31.508,34.848,36.625
10/30/2006,11.4886,30.06,32.935,36.314,37.524
10/31/2006,11.5829,29.91,33.043,35.828,37.483
11/1/2006,11.3086,31.63,34.324,37.34,37.929
11/2/2006,11.2829,31.7,34.749,37.738,37.841
11/3/2006,11.1843,30.02,33.85,36.802,36.866
11/6/2006,11.3857,30.48,34.219,36.645,36.88
11/7/2006,11.5014,31.01,34.244,36.252,36.615
11/8/2006,11.77,29.56,33.508,35.638,35.881
11/9/2006,11.8943,30.95,34.545,36.26,36.459
11/10/2006,11.8743,31.28,35.178,36.743,36.722
11/13/2006,12.05,30.95,35.519,36.556,36.241
11/14/2006,12.1429,30.13,34.975,36.049,36.225
11/15/2006,12,31,36.266,37.304,37.552
11/16/2006,12.23,30.8,35.905,36.807,37.237
11/17/2006,12.2643,30.22,36.101,36.807,36.975
11/20/2006,12.3529,30.57,37.55,37.545,37.26
11/21/2006,12.6571,29.72,37.159,37.316,37.288
11/22/2006,12.9014,30.01,36.243,36.156,35.924
11/24/2006,13.09,32.8,37.531,36.933,35.889
11/27/2006,12.7857,38.58,40.942,39.94,37.88
11/28/2006,13.1057,35.35,39.376,38.69,37.234
11/29/2006,13.1143,36.83,40.55,39.37,37.04
11/30/2006,13.0971,35.53,40.111,39.025,36.841
12/1/2006,13.0457,34.46,40.039,39.098,37.138
12/4/2006,13.0171,34.86,39.215,38.648,37.195
12/5/2006,13.0386,39.63,39.337,38.735,37.303
12/6/2006,12.8329,40.29,39.863,39.046,37.403
12/7/2006,12.4343,40.97,40.585,39.883,38.47
12/8/2006,12.6086,40.88,40.555,40.004,38.489
12/11/2006,12.6786,41.38,41,40.444,38.867
12/12/2006,12.3057,44.19,43.23,41.873,39.378
12/13/2006,12.7214,42.29,41.696,40.896,39.345
12/14/2006,12.65,41.4,40.902,40.261,39.033
12/15/2006,12.5314,41.15,40.845,40.473,39.477
12/18/2006,12.21,43.38,40.29,40.409,39.659
12/19/2006,12.33,41.77,39.253,39.595,39.344
12/20/2006,12.1086,43.25,39.979,40.116,39.533
12/21/2006,11.8429,43.93,40.813,41.015,40.26
12/22/2006,11.7429,44.57,41.59,41.675,40.634
12/26/2006,11.6443,46.97,42.476,42.32,40.646
12/27/2006,11.6457,47.34,43.39,43.322,41.364
12/28/2006,11.5529,48.28,44.796,44.579,42.182
12/29/2006,12.12,46.48,43.137,42.698,40.914
1/2/2007,12.12,46.48,43.137,42.698,40.914
1/3/2007,11.9657,50.8,45.11,44.461,42.131
1/4/2007,12.2371,51.76,44.931,44.324,41.919
1/5/2007,12.15,52.42,46.022,44.988,42.491
1/8/2007,12.21,51.61,45.492,44.594,42.011
1/9/2007,13.2243,42.36,42.046,41.599,39.446
1/10/2007,13.8757,41.35,41.165,40.909,39.559
1/11/2007,13.6929,40.72,39.955,38.97,38.361
1/12/2007,13.5271,40.11,39.787,39.383,38.947
1/16/2007,13.8714,44.65,43.072,41.383,39.647
1/17/2007,13.5829,44.59,42.874,41.103,39.372
1/18/2007,12.7257,35.67,36.599,37.561,37.947
1/19/2007,12.6429,33.15,35.255,37.436,38.047
1/22/2007,12.3986,33.63,34.68,37.164,37.699
1/23/2007,12.2429,33.38,34.507,37.051,37.79
1/24/2007,12.3857,31.82,33.54,36.442,37.281
1/25/2007,12.3214,31.43,34.014,37.225,38.009
1/26/2007,12.1971,31.94,34.015,36.611,37.153
1/29/2007,12.2771,32.72,34.764,37.142,37.545
1/30/2007,12.2214,31.66,34.329,37.029,37.705
1/31/2007,12.2471,30.34,33.231,36.121,36.967
2/1/2007,12.1057,29.61,32.694,35.566,35.932
2/2/2007,12.1114,28.83,32.121,35.075,35.738
2/5/2007,11.9914,30.71,33.709,35.947,36.171
2/6/2007,12.0143,30.53,33.755,35.66,35.766
2/7/2007,12.3071,31.32,34.222,35.824,36.212
2/8/2007,12.3114,30.41,33.592,35.088,35.316
2/9/2007,11.8957,31.16,34.525,35.872,35.944
2/12/2007,12.1314,30.66,34.422,35.469,35.828
2/13/2007,12.09,30.42,34.278,35.213,35.66
2/14/2007,12.1857,28.32,33.516,34.553,35.034
2/15/2007,12.1729,27.7,33.55,34.443,34.775
2/16/2007,12.1186,27.27,33.064,33.916,34.604
2/20/2007,12.2714,26.4,29.092,30.673,33.888
2/21/2007,12.7429,26.49,28.691,30.411,33.9
2/22/2007,12.7871,26.26,28.25,30.148,33.797
2/23/2007,12.7243,25.82,28.149,30.051,33.679
2/26/2007,12.6443,26.8,28.08,30.013,33.503
2/27/2007,11.99,33.29,32.67,33.845,35.687
2/28/2007,12.0871,30.1,30.918,32.647,35.428
3/1/2007,12.4371,30.64,31.377,32.854,35.367
3/2/2007,12.2014,31.33,31.953,33.34,35.629
3/5/2007,12.3243,32.26,32.431,33.844,36.014
3/6/2007,12.5986,30.2,31.04,32.778,35.449
3/7/2007,12.5314,29.81,30.769,32.627,35.298
3/8/2007,12.5714,28.68,29.803,31.846,34.849
3/9/2007,12.5671,27.7,28.99,31.211,34.36
3/12/2007,12.8386,27.61,29.064,31.205,34.085
3/13/2007,12.6286,29.73,30.908,32.569,34.763
3/14/2007,12.8571,29.19,30.583,32.457,34.877
3/15/2007,12.7957,28.07,29.768,31.965,34.785
3/16/2007,12.7986,27.19,29.144,31.567,34.698
3/19/2007,13.02,26.66,33.403,33.752,34.425
3/20/2007,13.0686,25.4,33.251,33.42,34.025
3/21/2007,13.41,24.76,32.204,32.352,33.238
3/22/2007,13.4229,24.92,33.193,32.936,33.544
3/23/2007,13.36,24.82,33.47,33.212,33.655
3/26/2007,13.7,27.06,34.268,33.663,33.962
3/27/2007,13.6386,28.01,35.214,34.529,34.651
3/28/2007,13.3171,29.2,35.51,34.819,34.758
3/29/2007,13.3929,28.88,35.308,34.662,34.827
3/30/2007,13.2729,29.39,35.537,34.967,34.88
4/2/2007,13.3786,30.37,35.296,34.823,34.881
4/3/2007,13.5,29.88,34.82,34.706,34.798
4/4/2007,13.4671,29.34,34.001,34.025,34.374
4/5/2007,13.5257,28.57,33.504,33.528,34.033
4/9/2007,13.3786,32.18,34.451,34.122,34.202
4/10/2007,13.4643,34.28,34.053,33.737,33.841
4/11/2007,13.2271,34.89,34.663,34.351,34.189
4/12/2007,13.17,33.55,33.39,33.186,33.606
4/13/2007,12.8914,33.76,33.475,33.123,33.419
4/16/2007,13.0614,34.11,33.478,32.782,33.061
4/17/2007,12.9071,35.12,34.36,33.549,33.676
4/18/2007,12.9143,35.19,34.324,33.427,33.752
4/19/2007,12.8957,33.89,33.5,33.102,33.495
4/20/2007,12.9957,34.78,33.853,32.9,33.679
4/23/2007,13.3586,35.56,31.67,32.162,33.501
4/24/2007,13.32,35.25,31.731,32.542,33.774
4/25/2007,13.62,35.55,32.933,33.591,33.989
4/26/2007,14.12,24.13,27.274,31.67,32.275
4/27/2007,14.2743,22.78,26.277,31.029,31.772
4/30/2007,14.2571,23.13,27.268,31.307,31.619
5/1/2007,14.21,23.7,28.238,31.802,31.881
5/2/2007,14.3414,23.67,27.992,31.276,31.724
5/3/2007,14.3429,24.42,28.641,31.5,31.933
5/4/2007,14.4014,23.67,28.183,31.066,31.509
5/7/2007,14.8457,26.45,30.079,32.08,31.956
5/8/2007,15.0086,27.57,30.337,32.038,32.442
5/9/2007,15.2686,27.09,30.103,31.834,32.566
5/10/2007,15.3343,29.17,32.413,33.925,34.159
5/11/2007,15.5343,27.67,31.315,32.9,33.473
5/14/2007,15.6229,27.84,31.492,32.752,33.849
5/15/2007,15.36,27.55,31.734,32.746,33.297
5/16/2007,15.3343,27.62,32.313,33.199,33.559
5/17/2007,15.6343,27.18,31.96,32.791,33.347
5/18/2007,15.7171,28.67,32.952,33.516,33.898
5/21/2007,16,28.4,33.269,33.02,32.735
5/22/2007,16.22,28.46,33.452,33.167,32.881
5/23/2007,16.1271,29.59,34.514,34.022,33.342
5/24/2007,15.8129,29.92,34.594,34.036,33.238
5/25/2007,16.2314,27.91,33.317,32.93,32.544
5/29/2007,16.3357,30.41,33.975,33.626,33.096
5/30/2007,16.9671,32.93,31.973,32.493,33.305
5/31/2007,17.3657,32.68,33.593,33.988,34.63
6/1/2007,16.9143,34.35,34.809,35.018,35.152
6/4/2007,17.3329,35.9,35.616,35.777,35.766
6/5/2007,17.5243,36.09,36.167,36.331,36.397
6/6/2007,17.6629,35.29,35.623,36.271,37.094
6/7/2007,17.7171,39.35,39.436,39.6,39.569
6/8/2007,17.7843,38.57,38.543,38.497,38.2
6/11/2007,17.17,38.2,37.765,37.126,36.046
6/12/2007,17.1971,38.66,38.463,38.182,37.237
6/13/2007,16.7871,39.92,39.461,38.845,37.499
6/14/2007,16.9643,38.03,38.01,37.991,37.424
6/15/2007,17.2129,35.36,35.914,36.602,36.77
6/18/2007,17.87,35.77,39.689,39.064,37.81
6/19/2007,17.6657,37.11,40.425,39.432,37.853
6/20/2007,17.3643,36.39,39.91,38.891,37.373
6/21/2007,17.7,36.49,40.882,39.636,37.74
6/22/2007,17.5714,38.48,41.362,40.1,38.122
6/25/2007,17.4771,41.49,43.901,41.798,38.931
6/26/2007,17.1014,43.3,45.165,42.588,39.431
6/27/2007,17.4129,41.87,43.145,41.257,38.848
6/28/2007,17.2229,39.53,41.799,40.151,38.088
6/29/2007,17.4343,40.59,42.811,41.19,38.929
7/2/2007,17.3229,36.31,40.197,39.229,38.231
7/3/2007,18.1671,36.18,39.717,38.648,37.469
7/5/2007,18.9643,37.22,39.299,38.083,36.511
7/6/2007,18.9,36.62,39.346,38.225,36.823
7/9/2007,18.63,40.06,41.464,40.003,38.986
7/10/2007,18.9071,43.38,42.222,40.592,39.502
7/11/2007,18.9129,42.15,40.972,39.381,38.156
7/12/2007,19.1571,42.47,41.17,39.493,38.741
7/13/2007,19.6757,42.14,41.161,39.949,39.258
7/16/2007,19.7286,45.87,43.438,40.746,38.97
7/17/2007,19.8443,48.52,45.586,42.445,40.885
7/18/2007,19.7314,49.99,46.427,42.749,41.35
7/19/2007,20,51.33,47.767,44.084,42.022
7/20/2007,20.5357,54.79,49.791,44.623,42.994
7/23/2007,20.5286,52.94,43.193,44.876,43.307
7/24/2007,19.2729,51.19,42.378,43.566,41.932
7/25/2007,19.6086,53.33,43.846,44.254,41.499
7/26/2007,20.8571,38.11,36.515,39.188,38.454
7/27/2007,20.5429,40.09,39.676,42.047,41.38
7/30/2007,20.2043,40.98,40.863,43.227,42.085
7/31/2007,18.8229,46.8,44.981,47.185,45.578
8/1/2007,19.2857,44.61,44.614,46.808,45.539
8/2/2007,19.4986,43.15,43.853,46.326,45.388
8/3/2007,18.8186,43.25,44.661,46.855,45.839
8/6/2007,19.3214,42.41,43.694,45.374,44.179
8/7/2007,19.3171,37.28,40.464,43.284,43.392
8/8/2007,19.1443,37.3,40.39,42.659,42.374
8/9/2007,18.0557,44.17,46.629,47.987,46.96
8/10/2007,17.8571,42.62,44.938,45.983,45.033
8/13/2007,18.2557,38.84,42.343,43.532,43.455
8/14/2007,17.7186,39.55,43.711,44.804,44.552
8/15/2007,17.1286,41.79,45.084,45.669,45.209
8/16/2007,16.7214,46.79,48.807,48.739,47.509
8/17/2007,17.4371,39.17,44.623,45.369,45.486
8/20/2007,17.46,40.98,45.249,45.319,45.139
8/21/2007,18.2243,40.78,45.972,45.596,44.548
